room_index,room_dim,mic_region,z_slice,t60,source_position
395,"[10.39, 10.76, 3.59]","[[4.8, 5.8], [4.0, 5.0]]",1.87,0.5369157895411255,"[6.153535463293918, 1.2561739246277597, 3.045985730760899]"
396,"[6.15, 11.55, 4.44]","[[3.23, 4.23], [9.96, 10.96]]",2.29,0.5096984182307319,"[1.5057118049515874, 7.047823561731868, 3.775814859765385]"
397,"[9.48, 10.1, 3.69]","[[3.69, 4.69], [2.17, 3.17]]",0.59,0.52252058009274,"[5.931065742776146, 2.5918343063227374, 1.495876834179322]"
398,"[9.95, 9.6, 2.98]","[[3.32, 4.32], [1.68, 2.68]]",1.01,0.4981207502440027,"[4.722747073709191, 3.9260040749959417, 1.976671297451506]"
399,"[11.04, 8.5, 3.93]","[[7.94, 8.94], [4.98, 5.98]]",3.33,0.527362942865554,"[1.8835231662308225, 0.7218311757986352, 0.8634492776828528]"
400,"[9.48, 9.65, 3.18]","[[2.92, 3.92], [6.68, 7.68]]",1.87,0.5005783203732358,"[8.63993476666305, 4.536606054240532, 2.5193247527645264]"
401,"[10.81, 8.57, 4.4]","[[6.96, 7.96], [4.63, 5.63]]",1.69,0.538667390014301,"[8.286766268755049, 1.3213514826663695, 3.718699316121434]"
402,"[11.22, 11.53, 3.77]","[[4.03, 5.03], [8.98, 9.98]]",3.15,0.558922513749365,"[5.4464604424036445, 1.2660336463267008, 2.922921857539013]"
403,"[9.93, 7.4, 3.74]","[[1.9, 2.9], [5.38, 6.38]]",2.69,0.49415366831097773,"[2.937636300165774, 5.206391020694822, 2.2830983432114453]"
404,"[11.75, 8.67, 4.14]","[[5.23, 6.23], [4.75, 5.75]]",0.57,0.5425148993532648,"[6.3349444780466, 0.8279595677612637, 1.8431988040911496]"
405,"[11.5, 10.34, 3.99]","[[2.37, 3.37], [8.28, 9.28]]",1.96,0.5558097314475537,"[6.069360101269513, 9.48740145578368, 1.1604579614163084]"
406,"[10.08, 8.86, 4.19]","[[3.84, 4.84], [6.36, 7.36]]",2.74,0.5290081520103417,"[6.262922768897581, 2.0605138251909008, 3.3589133275193634]"
407,"[11.95, 10.57, 3.29]","[[6.31, 7.31], [7.24, 8.24]]",1.74,0.5408460855408048,"[9.030325426623493, 1.6729635780374736, 1.9183742385560627]"
408,"[9.29, 8.46, 4.32]","[[5.36, 6.36], [0.54, 1.54]]",1.54,0.5180261542003701,"[2.9001939128871665, 4.117114384795087, 2.8184098032809564]"
409,"[11.4, 7.22, 3.89]","[[1.84, 2.84], [4.96, 5.96]]",2.29,0.5114018290602731,"[6.816423672042769, 4.39867603160798, 1.5264559340205388]"
410,"[11.55, 8.02, 2.86]","[[5.19, 6.19], [1.9, 2.9]]",0.93,0.49001182026675616,"[8.228251361338845, 5.50715685715624, 2.3140516464114036]"
411,"[6.83, 9.95, 4.17]","[[2.95, 3.95], [6.51, 7.51]]",0.75,0.49761875824426405,"[1.1908690099182668, 5.5065303377145645, 2.11717195064284]"
412,"[10.75, 7.32, 4.41]","[[3.66, 4.66], [2.88, 3.88]]",1.52,0.5204931150422422,"[2.2899509295641858, 2.5584004645671325, 2.489303678114498]"
413,"[10.87, 9.1, 4.08]","[[6.51, 7.51], [0.5, 1.5]]",0.5,0.5375420858692898,"[4.17354134497301, 1.5516183105463655, 2.8765778603592684]"
414,"[7.41, 10.34, 4.03]","[[4.97, 5.97], [3.88, 4.88]]",0.68,0.5073073861483739,"[2.819539243026615, 8.019051815133171, 2.1614453357534895]"
415,"[9.73, 9.37, 2.75]","[[7.92, 8.92], [7.83, 8.83]]",2.1,0.48378813249646213,"[1.0630756209170333, 1.4021659182746005, 1.6851843281251695]"
416,"[11.3, 10.73, 3.42]","[[2.3, 3.3], [2.64, 3.64]]",1.42,0.5406031105914315,"[1.9843665469579874, 2.5204728178740603, 1.0798755235182274]"
417,"[7.33, 11.77, 3.71]","[[1.08, 2.08], [8.93, 9.93]]",1.04,0.5113661302458982,"[5.362586647140164, 8.13617726882026, 2.7875642019654534]"
418,"[11.03, 7.25, 4.43]","[[1.27, 2.27], [5.68, 6.68]]",2.86,0.5228224837609059,"[1.661918375774521, 1.6920460332297642, 2.097876067476289]"
419,"[8.1, 10.88, 3.53]","[[3.31, 4.31], [7.6, 8.6]]",2.24,0.5081510411034447,"[1.8076655310587841, 8.15676210916607, 0.7022010908344465]"
420,"[10.19, 11.04, 3.53]","[[2.72, 3.72], [0.98, 1.98]]",2.69,0.5357186703247315,"[8.415171249267154, 2.0799878083281134, 2.4730544853371677]"
421,"[11.09, 9.29, 4.06]","[[5.77, 6.77], [5.67, 6.67]]",2.76,0.541583056367199,"[6.042227622098023, 6.485308007953529, 2.4086943141913784]"
422,"[8.14, 11.56, 3.77]","[[1.56, 2.56], [1.56, 2.56]]",1.73,0.5229801331866711,"[0.6924990519012018, 0.9463472525936386, 3.076861455914475]"
423,"[9.61, 9.81, 2.7]","[[3.75, 4.75], [8.15, 9.15]]",0.69,0.4854966013939451,"[5.791228213274314, 4.839426874968403, 1.3224611625098186]"
424,"[10.32, 11.82, 3.79]","[[4.92, 5.92], [7.29, 8.29]]",3.12,0.5528834597891704,"[4.266684098173565, 3.218313972586785, 0.8842125590068941]"
425,"[11.04, 8.44, 2.91]","[[5.43, 6.43], [3.06, 4.06]]",1.87,0.49263317234123305,"[9.344167318822933, 4.950109801150233, 1.6475487258960508]"
426,"[10.81, 11.11, 4.0]","[[3.64, 4.64], [5.08, 6.08]]",2.34,0.5572159334977564,"[9.97274886502012, 2.509654047087265, 1.038466361717186]"
427,"[8.51, 10.04, 3.26]","[[5.39, 6.39], [5.61, 6.61]]",0.87,0.49566902696999715,"[5.549671576089288, 2.527231892306109, 2.66921269786192]"
428,"[6.04, 10.45, 4.19]","[[1.68, 2.68], [3.38, 4.38]]",3.39,0.48981548552897003,"[4.040579296752091, 8.570764069443964, 2.5624095399664304]"
429,"[10.87, 6.1, 4.44]","[[1.56, 2.56], [2.1, 3.1]]",2.39,0.5019250107950373,"[2.1922028259294004, 2.1063016855048753, 0.7395981188612523]"
430,"[8.32, 11.68, 3.56]","[[1.39, 2.39], [6.41, 7.41]]",1.15,0.5201442034303948,"[5.154589286330335, 2.861596733382624, 1.1214938148265958]"
431,"[10.44, 9.82, 3.34]","[[3.19, 4.19], [0.94, 1.94]]",0.8,0.5189851978488369,"[0.9532427134153152, 3.9853871194716994, 2.102798665159078]"
432,"[9.45, 10.0, 2.83]","[[7.71, 8.71], [2.9, 3.9]]",1.27,0.4910767434487239,"[4.842198008631266, 4.033732222325389, 1.7464952913746619]"
433,"[11.26, 10.43, 3.43]","[[6.28, 7.28], [7.23, 8.23]]",2.76,0.5373303729360035,"[2.6290951167764693, 7.889787599826986, 1.59955436616416]"
434,"[9.56, 8.44, 4.21]","[[2.48, 3.48], [1.2, 2.2]]",1.55,0.5180814330317302,"[3.6132426625617895, 4.101310322504219, 0.6093701339401828]"
435,"[7.37, 9.33, 3.84]","[[0.64, 1.64], [3.92, 4.92]]",2.18,0.48963689255300147,"[6.464321515759689, 8.222263530342609, 0.5916013728265787]"
436,"[11.01, 9.7, 3.62]","[[0.81, 1.81], [8.15, 9.15]]",0.73,0.5326895821805022,"[8.60024868010736, 8.45279431472721, 0.5760578047764562]"
437,"[10.75, 7.64, 3.78]","[[4.89, 5.89], [2.43, 3.43]]",0.63,0.5079183418927803,"[7.384979356587514, 0.7946839404670477, 2.580347465550574]"
438,"[9.31, 10.07, 3.11]","[[6.98, 7.98], [3.3, 4.3]]",1.54,0.5008322805460675,"[8.241054030505026, 9.458729211198413, 1.0752585524658764]"
439,"[11.15, 11.32, 3.83]","[[6.62, 7.62], [7.13, 8.13]]",1.67,0.5579232177333143,"[8.258373023254771, 9.235138629486324, 3.2105994678037644]"
440,"[7.15, 11.82, 3.14]","[[1.53, 2.53], [2.62, 3.62]]",2.16,0.49020182326907835,"[3.216232865615135, 4.5529724622016765, 0.9127647140973693]"
441,"[9.58, 8.9, 3.89]","[[4.68, 5.68], [3.91, 4.91]]",3.11,0.515383330432783,"[5.0328557749017735, 2.9054744274665314, 2.4687317457564086]"
442,"[8.23, 8.84, 4.39]","[[3.83, 4.83], [1.26, 2.26]]",1.21,0.5111223213215407,"[2.549061087191507, 4.202938317425351, 0.5135449458531249]"
443,"[11.75, 6.73, 3.27]","[[1.4, 2.4], [2.13, 3.13]]",1.42,0.48727617770792464,"[4.188046629068878, 1.8154614295744376, 0.6086857493414833]"
444,"[9.04, 8.51, 3.75]","[[4.52, 5.52], [4.65, 5.65]]",0.98,0.4996336071547942,"[7.689144845606461, 5.398910101910941, 2.95264204552864]"
445,"[11.27, 8.36, 3.91]","[[4.89, 5.89], [5.85, 6.85]]",0.62,0.5272398072290574,"[7.095929552548644, 6.383212096329032, 1.7900812101703658]"
446,"[11.08, 8.17, 3.35]","[[4.83, 5.83], [4.81, 5.81]]",0.74,0.5052697222300346,"[1.5840705827488564, 6.781993310900761, 2.1145825535603455]"
447,"[9.26, 6.8, 4.04]","[[6.19, 7.19], [3.07, 4.07]]",1.1,0.4854303287696816,"[4.57036110508029, 1.0860931155378162, 2.885534118016691]"
448,"[7.33, 9.55, 3.6]","[[0.83, 1.83], [5.27, 6.27]]",2.47,0.484366560217962,"[6.69428622642041, 4.727190434428427, 1.053548912387618]"
449,"[11.89, 6.81, 3.18]","[[6.11, 7.11], [1.98, 2.98]]",0.64,0.4867965824941364,"[11.272672736111298, 6.211615410834736, 1.750567577947596]"
450,"[10.2, 7.53, 4.35]","[[5.05, 6.05], [4.27, 5.27]]",2.8,0.5162099452784864,"[9.463465894561049, 3.0035760479380755, 1.5179917320613672]"
451,"[9.4, 8.83, 4.22]","[[6.41, 7.41], [4.95, 5.95]]",3.37,0.5215442621161247,"[8.174866467288574, 6.240995762711104, 3.116257388122735]"
452,"[11.67, 8.05, 2.97]","[[0.72, 1.72], [3.07, 4.07]]",1.5,0.4958620282899173,"[2.6128086678868767, 7.515217274571929, 2.2927486967131414]"
453,"[9.68, 7.58, 4.33]","[[5.59, 6.59], [1.4, 2.4]]",3.14,0.5105284394163913,"[2.617766403907369, 4.675813085368607, 1.6359091916977762]"
454,"[9.79, 7.61, 4.44]","[[4.53, 5.53], [3.46, 4.46]]",1.76,0.515083082858966,"[3.395587588436537, 4.209415900202249, 1.8988835600228082]"
455,"[9.06, 8.83, 3.85]","[[1.94, 2.94], [3.53, 4.53]]",2.17,0.5070229039983494,"[8.031638366157752, 2.2642864747382623, 1.0748371182240173]"
456,"[8.33, 11.4, 3.61]","[[6.53, 7.53], [8.16, 9.16]]",2.24,0.5191148342087186,"[3.7633484717382277, 6.203198971671825, 2.725989517601879]"
457,"[11.21, 6.46, 4.19]","[[7.46, 8.46], [4.01, 5.01]]",3.27,0.5053335599246517,"[10.425610654191527, 1.8555487465502807, 2.5176819940038255]"
458,"[10.5, 9.64, 3.59]","[[3.73, 4.73], [3.46, 4.46]]",2.5,0.5256938032032829,"[1.767364774482286, 5.693312279698576, 2.1711396203585176]"
459,"[11.47, 6.67, 3.9]","[[7.07, 8.07], [0.56, 1.56]]",3.38,0.5034360032995221,"[6.0411298401240705, 2.2587103710071395, 2.6206941852359416]"
460,"[10.36, 7.85, 4.05]","[[2.41, 3.41], [5.07, 6.07]]",2.32,0.5145979531959752,"[7.11460604168662, 5.3796993424948, 2.119731031243854]"
461,"[11.99, 9.51, 3.45]","[[7.15, 8.15], [1.49, 2.49]]",2.52,0.5346528867284797,"[6.548771736814848, 2.7811575300468094, 1.121689264747469]"
462,"[11.33, 7.44, 4.48]","[[2.16, 3.16], [2.85, 3.85]]",0.92,0.5300410234459292,"[5.2562141098563515, 1.5780526418496548, 3.76582581678633]"
463,"[9.03, 9.99, 4.2]","[[3.21, 4.21], [3.27, 4.27]]",0.97,0.530410657523721,"[6.396855131262274, 6.753493242347933, 1.6599612295391137]"
464,"[10.32, 11.57, 3.85]","[[2.74, 3.74], [2.39, 3.39]]",1.66,0.5522431842953751,"[8.488046277032243, 2.5299502825509754, 2.9997646200654904]"
465,"[10.62, 10.18, 3.56]","[[3.88, 4.88], [6.7, 7.7]]",2.87,0.5321837961069571,"[2.730160906200837, 1.0158528281223254, 2.4680762720606886]"
466,"[10.79, 10.13, 4.19]","[[0.96, 1.96], [7.24, 8.24]]",2.5,0.5518196773824665,"[3.3553678393674526, 5.357372688724768, 2.503099961048035]"
467,"[11.55, 8.62, 4.07]","[[9.62, 10.62], [6.2, 7.2]]",3.46,0.5379977514123049,"[7.379212336603455, 1.3233612215109953, 1.3930734868051418]"
468,"[11.45, 11.98, 3.63]","[[7.66, 8.66], [4.66, 5.66]]",2.82,0.5612639217389811,"[2.529833107166031, 2.4013406745716503, 2.895802848187847]"
469,"[10.41, 10.15, 2.65]","[[4.57, 5.57], [2.22, 3.22]]",0.79,0.4962622878811097,"[2.6311566288044106, 7.10206495278526, 1.6936073509367877]"
470,"[8.72, 11.97, 2.58]","[[6.94, 7.94], [6.47, 7.47]]",1.85,0.4918598887385741,"[5.019798797033538, 9.973149015075398, 1.5854238378785646]"
471,"[11.08, 11.16, 3.76]","[[7.01, 8.01], [9.09, 10.09]]",1.55,0.5535218679796243,"[9.759607365973237, 9.16227564860441, 1.653273004937027]"
472,"[7.48, 9.43, 4.15]","[[5.04, 6.04], [7.64, 8.64]]",3.41,0.5012799607016095,"[4.963959839923688, 7.819260172381661, 2.773717082192856]"
473,"[8.32, 9.19, 3.61]","[[4.33, 5.33], [1.99, 2.99]]",0.67,0.4946459702914482,"[1.65237218706387, 2.7909701436790813, 2.4177917660601573]"
474,"[9.12, 9.5, 4.15]","[[2.18, 3.18], [6.27, 7.27]]",1.07,0.5244993004856328,"[1.163735435293312, 8.829916727210865, 0.8066464425320322]"
475,"[9.79, 11.05, 2.85]","[[7.66, 8.66], [0.97, 1.97]]",1.6,0.5071373557565222,"[2.8289430318104705, 6.782686854611655, 1.1608407900313429]"
476,"[8.88, 9.66, 3.52]","[[5.46, 6.46], [6.72, 7.72]]",2.36,0.5047825164747787,"[2.459756793752142, 3.532313327449297, 0.5225684537848628]"
477,"[9.2, 11.95, 3.95]","[[5.85, 6.85], [8.12, 9.12]]",1.1,0.5458157353466048,"[3.860991352672079, 4.829214541185378, 3.176952985767588]"
478,"[7.8, 8.43, 4.27]","[[5.57, 6.57], [2.35, 3.35]]",2.79,0.4965710136084641,"[2.841873704680246, 5.287796461429477, 2.1771204967804145]"
479,"[10.65, 7.37, 4.29]","[[3.8, 4.8], [3.72, 4.72]]",3.56,0.5170913408328184,"[9.627876253969404, 2.7102803167313767, 1.5954774829487917]"
480,"[6.75, 10.36, 3.62]","[[4.03, 5.03], [8.4, 9.4]]",2.91,0.4848767456810852,"[6.165872948798961, 4.11113987392262, 2.2057997473231525]"
481,"[10.0, 9.12, 3.83]","[[2.49, 3.49], [0.5, 1.5]]",0.64,0.5212303391972302,"[0.7580973306921784, 1.2385631777256632, 1.5980974086260908]"
482,"[11.3, 11.23, 3.82]","[[1.89, 2.89], [2.16, 3.16]]",2.4,0.5582356062907124,"[7.4666321003966445, 8.328687430021844, 0.6491559758279517]"
483,"[9.21, 11.93, 4.2]","[[0.62, 1.62], [7.66, 8.66]]",2.08,0.5526788347089238,"[5.5982445737727256, 10.203724710813423, 1.802933720221266]"
484,"[11.72, 8.86, 3.44]","[[8.81, 9.81], [4.01, 5.01]]",0.74,0.5237591417965697,"[8.58374076377205, 2.541706691987285, 1.6167913641730007]"
485,"[11.59, 9.64, 3.43]","[[5.23, 6.23], [1.59, 2.59]]",2.11,0.5316981933763912,"[8.444751095036594, 2.3767129395240794, 1.9826071639497647]"
486,"[9.61, 11.02, 2.99]","[[2.16, 3.16], [7.6, 8.6]]",0.65,0.5101498043322727,"[2.1525034303589416, 4.0412940244236815, 2.0164863961504946]"
487,"[10.97, 9.73, 2.76]","[[5.23, 6.23], [2.45, 3.45]]",0.95,0.5019994229761531,"[5.2952897057086705, 8.698117336669219, 2.1956868770482654]"
488,"[8.79, 7.23, 4.13]","[[1.99, 2.99], [4.94, 5.94]]",2.45,0.48896007824642296,"[0.6953723098060014, 6.051077580024931, 3.2184437079319554]"
489,"[9.78, 8.07, 4.26]","[[7.87, 8.87], [6.35, 7.35]]",1.51,0.5169217170392215,"[5.876732260720321, 2.0946047417459175, 1.2582392709171055]"
490,"[9.94, 10.35, 4.19]","[[3.4, 4.4], [2.66, 3.66]]",0.56,0.5449805968607018,"[2.7259858678582263, 5.297747880604765, 1.5524510519235544]"
491,"[10.96, 11.42, 3.01]","[[3.44, 4.44], [8.16, 9.16]]",1.24,0.529771219949526,"[5.186313937649861, 8.800653131962203, 0.980174308251863]"
492,"[10.59, 7.21, 3.98]","[[0.87, 1.87], [1.4, 2.4]]",3.05,0.5055057171941565,"[8.33764124122569, 4.598077224651295, 1.5673188045047317]"
493,"[10.5, 11.91, 3.66]","[[6.22, 7.22], [7.6, 8.6]]",1.43,0.5517513579462529,"[7.039074849703129, 10.329987373843288, 1.9583408256473642]"
494,"[8.46, 10.79, 3.22]","[[6.91, 7.91], [8.1, 9.1]]",0.6,0.5017443966486189,"[6.1972993343209986, 9.796708838463392, 1.403700804366614]"
495,"[11.08, 10.21, 3.72]","[[8.93, 9.93], [6.02, 7.02]]",2.3,0.5422681950139169,"[2.1336978312590027, 9.529251875640371, 2.287804257140274]"
496,"[9.67, 11.1, 4.43]","[[2.44, 3.44], [9.35, 10.35]]",2.3,0.5560598265641095,"[4.619334862508219, 3.4165210525500993, 0.9673523382688005]"
497,"[8.89, 9.0, 4.03]","[[5.93, 6.93], [2.4, 3.4]]",1.83,0.5121968223031685,"[2.819419907520486, 5.492937295772948, 1.8825935612681746]"
498,"[8.89, 10.91, 4.4]","[[4.74, 5.74], [1.87, 2.87]]",0.72,0.5438465888916332,"[5.568807791801462, 6.386706382099215, 2.519721898775063]"
499,"[10.07, 6.95, 3.97]","[[8.23, 9.23], [1.59, 2.59]]",3.32,0.49538924329578016,"[4.134654695058003, 4.084944949111609, 2.1944601131377555]"
500,"[6.59, 9.57, 4.05]","[[4.56, 5.56], [5.05, 6.05]]",1.03,0.4858856176522357,"[0.850408746302163, 2.618186065633986, 3.0955473273935716]"
501,"[10.27, 11.9, 4.03]","[[4.87, 5.87], [9.89, 10.89]]",2.85,0.5600298372940388,"[4.2752672926647035, 10.977319254179092, 1.1872383556503858]"
502,"[8.56, 11.68, 4.27]","[[2.3, 3.3], [8.46, 9.46]]",3.51,0.543889565444425,"[6.240430211138668, 6.919895018841505, 1.5464631017170074]"
503,"[12.0, 7.95, 3.55]","[[2.26, 3.26], [4.86, 5.86]]",2.42,0.5177419492173893,"[6.9231112515591136, 0.7604886435638797, 2.371428611926115]"
504,"[9.9, 7.84, 4.17]","[[6.41, 7.41], [4.44, 5.44]]",2.13,0.512622701186494,"[9.153729158031583, 5.9069863019918545, 0.8646140104045674]"
505,"[10.34, 10.92, 2.75]","[[1.03, 2.03], [2.37, 3.37]]",1.24,0.5079397264487953,"[1.048131086001426, 9.27607316241788, 1.3616154825616298]"
506,"[11.24, 7.66, 3.36]","[[7.5, 8.5], [3.97, 4.97]]",1.61,0.49994693314642746,"[1.7017731596804209, 0.9121689069925871, 2.501339723726733]"
507,"[7.06, 8.41, 4.3]","[[1.73, 2.73], [0.97, 1.97]]",2.27,0.4858379796316187,"[1.7590373973209845, 2.3883527974370975, 3.67634354069934]"
508,"[10.69, 8.09, 4.05]","[[5.88, 6.88], [1.91, 2.91]]",0.61,0.5215391250092869,"[6.108733577738809, 3.1447548009785726, 3.4345862771140845]"
509,"[10.72, 6.37, 3.92]","[[3.93, 4.93], [1.45, 2.45]]",0.55,0.49118127402526535,"[1.8586176082764374, 4.119160362812282, 1.277115166479133]"
510,"[10.97, 8.48, 3.71]","[[3.12, 4.12], [3.81, 4.81]]",1.65,0.5198738612560825,"[5.5168412281655606, 0.729317796597049, 2.1198975559048217]"
511,"[8.98, 11.54, 2.64]","[[6.16, 7.16], [2.43, 3.43]]",1.41,0.4936423788127805,"[7.172333057494912, 7.794094162783161, 1.245820389110231]"
512,"[8.7, 9.39, 3.14]","[[3.33, 4.33], [1.1, 2.1]]",1.91,0.4863697681690655,"[3.6523632721860424, 3.0866740706586895, 2.5973854354801373]"
513,"[11.4, 9.8, 2.87]","[[5.27, 6.27], [7.52, 8.52]]",1.22,0.5115633341783695,"[1.4557372748683814, 6.525713510761391, 1.6913470391972296]"
514,"[7.67, 10.05, 3.37]","[[0.68, 1.68], [8.03, 9.03]]",0.78,0.48779374490997507,"[2.8739083412338435, 2.2125280467554664, 1.0532383599953858]"
515,"[10.53, 9.7, 3.26]","[[4.88, 5.88], [5.91, 6.91]]",1.82,0.5158286034351143,"[8.102006730641637, 7.9359440531442855, 1.8439427475126795]"
516,"[10.94, 11.16, 2.87]","[[4.2, 5.2], [7.11, 8.11]]",0.81,0.5215864874665708,"[7.916747430661758, 4.908819386867364, 1.5610754387006704]"
517,"[11.96, 11.08, 3.31]","[[3.69, 4.69], [3.57, 4.57]]",1.09,0.5469457227933356,"[9.391502109614143, 3.8317974217969217, 2.1643761750211694]"
518,"[11.15, 7.25, 3.35]","[[8.67, 9.67], [0.89, 1.89]]",2.77,0.4924909970579249,"[4.139163441571013, 0.6720461516400928, 1.941257611690806]"
519,"[10.82, 8.74, 2.78]","[[5.42, 6.42], [3.92, 4.92]]",1.08,0.4891437072239878,"[10.233773512500457, 3.563351797392821, 1.1282224678738144]"
520,"[10.62, 9.72, 3.26]","[[8.41, 9.41], [7.73, 8.73]]",1.43,0.5170221792523126,"[3.2143697855500646, 3.5630766586343747, 1.181555798869706]"
521,"[10.65, 7.94, 3.89]","[[8.6, 9.6], [0.91, 1.91]]",1.94,0.5144511249971657,"[7.243976290520732, 1.28596190769731, 2.9720760730187954]"
522,"[9.67, 11.91, 3.93]","[[1.28, 2.28], [3.72, 4.72]]",1.86,0.5504900043447136,"[4.288491676381682, 1.5552409035774197, 1.3116177423624569]"
523,"[10.03, 7.8, 3.22]","[[6.3, 7.3], [1.34, 2.34]]",0.57,0.4843253659257497,"[3.136360713594993, 5.697941237521484, 0.5526530989776095]"
524,"[10.78, 11.44, 3.3]","[[0.61, 1.61], [8.65, 9.65]]",2.73,0.5384852685482593,"[0.5232964577260418, 7.815912854860363, 1.3704689510598858]"
525,"[8.07, 11.94, 3.57]","[[2.76, 3.76], [3.41, 4.41]]",0.52,0.5195019801831797,"[4.444043639685224, 4.812889011394507, 2.3867142578662586]"
526,"[9.56, 11.18, 4.31]","[[2.5, 3.5], [3.55, 4.55]]",2.6,0.5524780111566815,"[8.809443018806773, 10.376490892650986, 3.2688544576269347]"
527,"[9.38, 11.29, 4.08]","[[5.24, 6.24], [1.27, 2.27]]",0.79,0.5452448052824171,"[5.012323925256312, 5.001190757208042, 3.208075900677508]"
528,"[8.83, 11.91, 3.85]","[[3.81, 4.81], [3.44, 4.44]]",0.72,0.5379066305879002,"[6.844703590314845, 8.592476667809805, 3.149710160803504]"
529,"[10.61, 10.17, 4.34]","[[7.14, 8.14], [6.38, 7.38]]",2.1,0.554336777247515,"[6.835634450805171, 1.262929419116142, 0.7794063360832961]"
530,"[11.93, 6.62, 3.43]","[[9.92, 10.92], [3.08, 4.08]]",1.64,0.4925260638197313,"[6.075614339966171, 2.5653320230318717, 2.476390967356928]"
531,"[8.49, 9.32, 3.76]","[[6.87, 7.87], [0.85, 1.85]]",3.16,0.5031129763566548,"[5.439984083435579, 4.008492537332625, 0.7325512958244502]"
532,"[10.93, 8.83, 2.64]","[[8.8, 9.8], [3.7, 4.7]]",0.51,0.4856080460232466,"[4.387704195470562, 2.595269889066191, 1.2031822163227306]"
533,"[8.96, 10.16, 3.87]","[[5.25, 6.25], [8.58, 9.58]]",0.62,0.5221972974835237,"[1.5709511804946843, 4.381887176107947, 1.3161473234151564]"
534,"[9.62, 9.22, 3.87]","[[1.57, 2.57], [3.58, 4.58]]",2.54,0.519260409108692,"[2.0975095098847056, 5.954468933095645, 3.0349006870863966]"
535,"[11.63, 10.77, 3.88]","[[9.41, 10.41], [4.9, 5.9]]",0.54,0.5585230573413656,"[8.497146404811511, 6.161514575540067, 0.6006360162937974]"
536,"[7.31, 10.68, 3.68]","[[3.88, 4.88], [2.29, 3.29]]",2.65,0.4991674765642181,"[1.205009116415837, 7.846313497732463, 0.7443692226637835]"
537,"[9.5, 9.02, 3.34]","[[1.38, 2.38], [5.65, 6.65]]",0.63,0.49873591850701204,"[5.76341245970183, 1.0312862631133999, 0.9268674010487155]"
538,"[10.84, 8.09, 2.99]","[[3.05, 4.05], [0.75, 1.75]]",1.08,0.48884873795615824,"[1.8228005188079544, 6.68557370423175, 0.5932341766775642]"
539,"[9.32, 11.2, 2.64]","[[6.32, 7.32], [9.39, 10.39]]",1.51,0.49446184409243854,"[0.7188308127258348, 5.056298688961518, 1.7518893812175376]"
540,"[7.93, 10.04, 3.73]","[[4.64, 5.64], [6.61, 7.61]]",1.46,0.5029060903031759,"[6.737675966736454, 2.004385840861401, 1.6402124042295954]"
541,"[8.98, 10.87, 4.31]","[[7.4, 8.4], [7.66, 8.66]]",1.96,0.5422356192377259,"[6.434744877875198, 1.2961182514000325, 2.975049153447616]"
542,"[7.0, 10.24, 3.52]","[[4.42, 5.42], [5.13, 6.13]]",1.04,0.484504571634372,"[3.387678182433818, 5.919627251974285, 2.352872716930878]"
543,"[11.29, 10.95, 3.06]","[[6.48, 7.48], [6.04, 7.04]]",0.79,0.530235666771498,"[8.05679215819671, 9.297989555792254, 2.5050812357670416]"
544,"[9.33, 11.95, 3.94]","[[5.54, 6.54], [1.78, 2.78]]",2.3,0.54711390042262,"[6.627749220755866, 9.754540084494563, 1.3588714712829875]"
545,"[9.25, 9.89, 3.56]","[[7.06, 8.06], [7.22, 8.22]]",0.9,0.5133248858003626,"[3.6447097047431187, 8.470495360362392, 1.3537535576355721]"
546,"[8.11, 11.76, 3.98]","[[1.04, 2.04], [6.54, 7.54]]",3.07,0.5306209244864905,"[3.022637896971821, 6.908639354482215, 0.9309020048850855]"
547,"[10.56, 10.57, 4.13]","[[0.88, 1.88], [6.68, 7.68]]",2.09,0.5525591288620214,"[9.801009744269173, 9.380958135133785, 2.692743936873285]"
548,"[11.43, 10.76, 3.14]","[[6.84, 7.84], [3.74, 4.74]]",1.97,0.5325649189477054,"[4.218096512141382, 1.7171822008420992, 2.2284459987563743]"
549,"[9.98, 11.13, 3.14]","[[7.75, 8.75], [7.46, 8.46]]",1.98,0.5210643919607766,"[0.5713169043721741, 7.240769947223708, 0.8723281703137143]"
550,"[7.28, 11.53, 4.29]","[[2.89, 3.89], [4.02, 5.02]]",1.07,0.5246686744860397,"[3.5486455042548495, 8.535311808674063, 0.6129463006900591]"
551,"[9.32, 9.37, 4.3]","[[2.53, 3.53], [1.43, 2.43]]",1.63,0.5294022292935501,"[7.582552788042758, 1.9634912306000636, 1.960097937788492]"
552,"[7.85, 8.49, 3.98]","[[3.25, 4.25], [5.16, 6.16]]",0.8,0.4901517089563523,"[3.453393864846982, 1.7186332448171113, 1.0094452282432056]"
553,"[10.97, 10.56, 3.13]","[[9.28, 10.28], [1.77, 2.77]]",1.3,0.5254478696629278,"[1.3882920769148925, 1.7736732958463701, 1.2168154380687979]"
554,"[11.62, 11.02, 2.59]","[[5.98, 6.98], [4.58, 5.58]]",1.32,0.5153787465293458,"[1.6967948094169871, 7.583130388003849, 0.6165837837439851]"
555,"[8.85, 8.27, 3.48]","[[2.37, 3.37], [0.58, 1.58]]",2.38,0.4855672862912078,"[5.82153435674911, 1.8880325167717786, 1.1397906370980722]"
