room_index,room_dim,mic_region,z_slice,t60,source_position
2644,"[10.85, 8.47, 2.92]","[[3.14, 4.14], [1.93, 2.93]]",2.12,0.49146095999055506,"[3.2696275316154857, 2.5628497121900717, 0.8595579145414124]"
2645,"[6.4, 11.43, 3.76]","[[0.71, 1.71], [3.78, 4.78]]",0.57,0.4942476528197758,"[4.761419192428429, 4.200640170793678, 0.7480338558110858]"
2646,"[11.49, 11.85, 3.02]","[[4.56, 5.56], [4.47, 5.47]]",0.8,0.5396517837178053,"[5.476278197591234, 10.390658454869849, 1.5726616971774257]"
2647,"[11.62, 9.04, 4.49]","[[5.67, 6.67], [2.38, 3.38]]",1.87,0.5551414338785796,"[6.195194193020272, 1.9229190887994143, 3.8769340799079344]"
2648,"[9.16, 8.88, 3.53]","[[0.73, 1.73], [6.71, 7.71]]",2.38,0.4991016176569113,"[7.3261908124440325, 0.5229122286352846, 0.6841269656682031]"
2649,"[11.74, 6.0, 3.87]","[[10.14, 11.14], [4.39, 5.39]]",2.28,0.4932378812016791,"[5.318638432810633, 1.301332126639679, 1.3662667260594137]"
2650,"[9.58, 10.78, 2.73]","[[6.45, 7.45], [8.49, 9.49]]",0.93,0.4970381984122053,"[7.8709881370950425, 2.7695596243405194, 0.5156969876936298]"
2651,"[10.08, 7.92, 3.31]","[[4.57, 5.57], [5.09, 6.09]]",1.38,0.48972356394342687,"[1.1899323004760485, 6.902854191514419, 2.0379757675106664]"
2652,"[9.26, 9.59, 4.08]","[[3.16, 4.16], [4.38, 5.38]]",3.02,0.5253633368050442,"[5.938449119760336, 2.0182160293914597, 2.5830518308668755]"
2653,"[8.09, 8.86, 3.96]","[[4.47, 5.47], [2.61, 3.61]]",1.18,0.4978001316504571,"[2.550450825123194, 6.733367041002348, 3.2673792130659707]"
2654,"[10.42, 8.47, 2.84]","[[7.6, 8.6], [1.3, 2.3]]",0.89,0.48375806202872507,"[9.276218760793602, 0.5981378458687323, 2.2046832015212576]"
2655,"[8.83, 11.6, 3.27]","[[1.84, 2.84], [6.24, 7.24]]",1.61,0.516491275820841,"[2.229413373735181, 7.419797180900753, 2.6611099726897067]"
2656,"[11.5, 11.03, 2.9]","[[5.81, 6.81], [2.61, 3.61]]",0.62,0.5270745511801171,"[0.659917912739675, 3.2846671844454893, 2.1130378801456144]"
2657,"[9.28, 9.63, 3.81]","[[6.18, 7.18], [1.89, 2.89]]",2.56,0.5183458021449441,"[4.6343543747458495, 6.866643093699608, 0.9523294429926292]"
2658,"[9.64, 10.08, 4.19]","[[4.88, 5.88], [4.86, 5.86]]",1.59,0.5385354131344445,"[5.791569195849785, 1.0642678918886275, 2.4870135849927433]"
2659,"[10.76, 9.27, 3.45]","[[8.12, 9.12], [7.27, 8.27]]",0.96,0.5195448861425168,"[3.1249929656032744, 8.049743645004497, 2.9487884056069613]"
2660,"[11.29, 6.67, 4.25]","[[2.66, 3.66], [3.43, 4.43]]",3.2,0.5113542635318753,"[10.703435952931006, 5.924210388046957, 2.7275404135391055]"
2661,"[11.71, 10.48, 3.91]","[[3.02, 4.02], [3.22, 4.22]]",2.13,0.5570846831301438,"[4.501619825196881, 6.496257036534633, 3.1242298451065404]"
2662,"[10.14, 9.82, 2.65]","[[5.92, 6.92], [2.71, 3.71]]",1.04,0.4895627823474794,"[8.588852371720108, 1.0040898647955003, 2.023582622582664]"
2663,"[9.62, 10.35, 2.57]","[[3.28, 4.28], [1.58, 2.58]]",1.8,0.4860926217421314,"[6.825461211488336, 3.524190621576515, 0.838413658701563]"
2664,"[9.4, 10.66, 3.59]","[[3.68, 4.68], [4.45, 5.45]]",1.02,0.5245546717858286,"[3.824344113917898, 9.411042057134136, 0.7967673723982406]"
2665,"[8.83, 7.15, 4.34]","[[7.0, 8.0], [3.83, 4.83]]",3.73,0.4938166834717016,"[3.5636151035027464, 4.841423853961347, 3.380975360000467]"
2666,"[6.51, 11.89, 3.69]","[[1.69, 2.69], [4.73, 5.73]]",2.23,0.49850519442994545,"[3.167852612224973, 7.5416336728286835, 2.711140868726749]"
2667,"[11.37, 9.81, 3.99]","[[8.42, 9.42], [4.61, 5.61]]",2.83,0.5485846156161522,"[9.452995106690697, 5.3536190812105735, 3.3608754307455966]"
2668,"[6.27, 11.61, 4.04]","[[1.24, 2.24], [8.37, 9.37]]",2.33,0.5018050926767728,"[3.782021927350931, 1.2107188321327, 2.11596332649949]"
2669,"[8.92, 10.32, 4.31]","[[6.71, 7.71], [6.61, 7.61]]",3.8,0.5356156736752923,"[1.5696256471986123, 7.945033821210337, 1.5972152236203574]"
2670,"[6.24, 11.77, 3.84]","[[3.22, 4.22], [8.03, 9.03]]",1.24,0.49707599199228136,"[5.736320690097887, 9.999922007466887, 2.6078974589270625]"
2671,"[9.01, 7.37, 4.25]","[[5.3, 6.3], [4.31, 5.31]]",1.47,0.4971511143109908,"[2.87587933144036, 3.8306127680298956, 3.0008960939707596]"
2672,"[11.39, 7.72, 2.88]","[[5.37, 6.37], [5.26, 6.26]]",1.55,0.4849187131652576,"[8.414558641402543, 4.519647012173367, 0.7153403909633407]"
2673,"[11.05, 11.63, 3.52]","[[2.31, 3.31], [9.25, 10.25]]",1.85,0.5504260106192044,"[5.698729170689397, 10.52648737078471, 2.765007738908118]"
2674,"[9.52, 9.77, 4.22]","[[5.38, 6.38], [7.15, 8.15]]",3.41,0.5343994303968795,"[2.470633045490356, 4.450937964495498, 2.1809394773134407]"
2675,"[10.13, 8.85, 2.9]","[[5.97, 6.97], [5.27, 6.27]]",0.74,0.48788718562883615,"[1.1508747889905497, 5.593234132521062, 2.018465193374394]"
2676,"[10.08, 10.93, 2.57]","[[2.78, 3.78], [9.11, 10.11]]",1.65,0.497523592521531,"[7.7688455393073985, 6.884376340458702, 1.3409606356224393]"
2677,"[9.28, 11.76, 3.84]","[[2.53, 3.53], [5.18, 6.18]]",2.39,0.5417944958048933,"[5.455834121051882, 8.806790020939564, 0.7890809740422065]"
2678,"[10.39, 8.87, 3.77]","[[3.17, 4.17], [1.73, 2.73]]",3.07,0.5206289345746211,"[9.07379424575242, 8.09815212741623, 2.9808941085536875]"
2679,"[9.06, 9.66, 3.52]","[[6.34, 7.34], [2.22, 3.22]]",1.31,0.5070484767683137,"[1.2649269226728503, 0.507007916762945, 1.088792834597038]"
2680,"[6.12, 11.81, 3.55]","[[2.84, 3.84], [7.86, 8.86]]",2.36,0.4863997149316842,"[4.078459891305032, 2.937121718705637, 0.7180399033098034]"
2681,"[10.38, 9.91, 3.13]","[[5.3, 6.3], [6.69, 7.69]]",0.56,0.5120319898414823,"[2.4375067222605837, 3.2425905234709806, 2.5858162125739694]"
2682,"[9.2, 9.78, 4.22]","[[4.87, 5.87], [2.95, 3.95]]",0.79,0.5306541746046559,"[5.286626626744592, 8.7305929811895, 1.856501048508371]"
2683,"[10.57, 6.07, 4.38]","[[3.44, 4.44], [2.28, 3.28]]",1.64,0.49667182511056374,"[3.120708167339512, 1.4273679811260411, 2.675793916129754]"
2684,"[6.42, 10.26, 4.35]","[[1.82, 2.82], [1.35, 2.35]]",2.99,0.49886462790781494,"[1.7290640463262998, 7.904497714565028, 1.4425189910527458]"
2685,"[9.43, 11.75, 4.12]","[[4.42, 5.42], [5.26, 6.26]]",1.82,0.5514561615983367,"[7.152635435073395, 7.363397679494579, 1.2855536133414707]"
2686,"[9.95, 8.47, 3.93]","[[4.39, 5.39], [1.39, 2.39]]",1.99,0.5152257507774833,"[3.8036756829577514, 5.7079225244906215, 3.067915769858089]"
2687,"[8.38, 7.8, 4.42]","[[4.23, 5.23], [1.2, 2.2]]",1.74,0.4997978315741607,"[4.010562721690247, 1.5352410532092888, 2.686575482233246]"
2688,"[9.2, 9.59, 3.79]","[[7.18, 8.18], [4.86, 5.86]]",1.14,0.5163038675659157,"[0.635009469124237, 3.448671314197841, 1.53061196646626]"
2689,"[11.4, 9.8, 4.3]","[[6.95, 7.95], [2.2, 3.2]]",2.62,0.5572158394782241,"[10.340536665075218, 5.826210166589337, 3.2532397526054484]"
2690,"[10.96, 10.8, 3.62]","[[5.69, 6.69], [3.36, 4.36]]",2.32,0.5443051488438011,"[2.938332725474007, 3.110759565992265, 3.0261638940074933]"
2691,"[11.1, 11.01, 3.66]","[[1.53, 2.53], [4.73, 5.73]]",2.34,0.5491537596197332,"[3.917617805335579, 7.3514694199688195, 0.5682289775894422]"
2692,"[10.11, 10.2, 3.37]","[[2.79, 3.79], [1.01, 2.01]]",2.42,0.5206551193383069,"[1.9658111854076397, 2.658310820542064, 0.9419708337509516]"
2693,"[6.31, 11.85, 3.5]","[[1.44, 2.44], [8.13, 9.13]]",2.13,0.4886320960245385,"[1.5611730445974112, 5.280351368329072, 1.0545765713836568]"
2694,"[7.7, 8.73, 4.38]","[[3.21, 4.21], [1.91, 2.91]]",3.8,0.5019345606393593,"[3.8077882255233066, 5.414052417877346, 1.908861791903162]"
2695,"[7.57, 9.21, 4.28]","[[5.54, 6.54], [1.45, 2.45]]",0.54,0.5034478124646243,"[3.3421392391764644, 6.816288557743176, 3.103666629799742]"
2696,"[9.06, 11.9, 3.0]","[[4.07, 5.07], [2.74, 3.74]]",0.58,0.5125470675851417,"[3.2950184040634993, 7.987967167520935, 1.8468165416601658]"
2697,"[8.53, 9.87, 3.42]","[[1.61, 2.61], [4.14, 5.14]]",2.27,0.49941599537225667,"[3.685759822360887, 0.843284052605498, 2.310887158648108]"
2698,"[7.81, 11.0, 4.1]","[[4.43, 5.43], [4.61, 5.61]]",1.46,0.5221751696963678,"[3.227223365692487, 2.054676083828345, 1.9815122748591631]"
2699,"[11.58, 10.52, 2.57]","[[5.5, 6.5], [1.03, 2.03]]",1.15,0.5088709298605123,"[6.481283004819516, 3.1239571761703555, 1.9198345799787482]"
2700,"[11.71, 10.31, 3.1]","[[4.65, 5.65], [1.59, 2.59]]",0.85,0.5290260860894396,"[9.070198679300274, 5.469399945102458, 1.8634512142891273]"
2701,"[9.49, 9.06, 4.15]","[[4.93, 5.93], [6.05, 7.05]]",3.6,0.5236350517722116,"[2.832415923432132, 5.32281413693818, 3.6459239054179666]"
2702,"[11.08, 11.54, 3.15]","[[6.54, 7.54], [1.03, 2.03]]",1.53,0.5373145919804483,"[6.337802022091271, 4.000815698348441, 1.129862255616609]"
2703,"[9.87, 6.93, 3.68]","[[4.16, 5.16], [0.64, 1.64]]",2.97,0.4842335335482899,"[9.132958964594817, 1.320855552829105, 0.7863225352411799]"
2704,"[7.76, 10.39, 4.3]","[[3.65, 4.65], [5.77, 6.77]]",3.25,0.5203858883426876,"[1.953903445941266, 0.5151431241022111, 3.311160324580983]"
2705,"[7.04, 10.38, 3.66]","[[4.14, 5.14], [3.37, 4.37]]",1.81,0.4910852854927301,"[6.360838666278659, 5.673917831186563, 1.7240839237169034]"
2706,"[11.57, 9.62, 4.15]","[[0.74, 1.74], [4.94, 5.94]]",2.16,0.5527846972024304,"[5.830846700831651, 6.518987949256482, 1.7769991868941495]"
2707,"[10.89, 10.41, 3.32]","[[1.4, 2.4], [6.36, 7.36]]",2.12,0.5296603401722904,"[7.590939990007363, 8.626483586757073, 1.0857710207780442]"
2708,"[11.17, 9.26, 3.38]","[[7.08, 8.08], [6.15, 7.15]]",2.31,0.5213310236195515,"[3.614525304392052, 7.446360280849136, 2.6560750324760996]"
2709,"[9.82, 9.09, 4.35]","[[6.74, 7.74], [7.36, 8.36]]",2.12,0.5331828032705241,"[6.710790391309307, 3.8286274611239235, 3.403773631957392]"
2710,"[11.93, 7.02, 3.7]","[[3.29, 4.29], [1.58, 2.58]]",2.4,0.5077066127654569,"[8.218038129080199, 3.2671409837302448, 3.0103237740356144]"
2711,"[11.1, 9.32, 4.32]","[[1.57, 2.57], [4.93, 5.93]]",2.35,0.5490578858684433,"[9.320396699741313, 8.020090543398116, 2.632017682347231]"
2712,"[11.27, 8.15, 3.14]","[[6.36, 7.36], [3.88, 4.88]]",1.81,0.4996029049434175,"[2.771712918352178, 1.5040125913051674, 1.0697677099624365]"
2713,"[8.8, 7.3, 4.48]","[[4.97, 5.97], [3.04, 4.04]]",1.85,0.49936172202987983,"[1.568446725610636, 6.404126013595271, 2.0319537332639372]"
2714,"[11.78, 8.41, 3.09]","[[0.77, 1.77], [6.81, 7.81]]",2.45,0.5063339390751956,"[7.468898271895685, 2.5050976227185164, 1.8139731071857728]"
2715,"[11.95, 8.74, 3.17]","[[9.78, 10.78], [1.56, 2.56]]",1.88,0.5151840360354409,"[7.964238675295043, 5.158150485254891, 0.9428359435694013]"
2716,"[7.42, 10.31, 3.95]","[[1.48, 2.48], [4.03, 5.03]]",0.94,0.504867513209141,"[1.596359710130951, 4.440335446036027, 1.540435704701951]"
2717,"[8.9, 10.07, 2.88]","[[6.99, 7.99], [3.67, 4.67]]",0.82,0.4870711108890181,"[4.019316020145661, 9.002406320225683, 1.024993856831128]"
2718,"[9.46, 10.67, 4.49]","[[2.95, 3.95], [0.52, 1.52]]",3.77,0.5506384931756922,"[3.0403798115842426, 10.110891795129202, 3.493922648069944]"
2719,"[8.7, 10.66, 4.16]","[[5.38, 6.38], [2.06, 3.06]]",3.22,0.5324561448633378,"[3.7962354301579713, 8.397379943004864, 1.597701144522719]"
2720,"[8.36, 9.58, 3.53]","[[1.11, 2.11], [2.28, 3.28]]",2.35,0.4973500878953996,"[0.903241806460913, 0.6467536611156671, 0.968023091503972]"
2721,"[6.67, 10.46, 4.2]","[[0.69, 1.69], [5.65, 6.65]]",1.14,0.5013957702998832,"[2.0466251216550524, 6.840060036589243, 2.9009532853695674]"
2722,"[7.5, 11.27, 3.82]","[[1.9, 2.9], [6.17, 7.17]]",2.78,0.512352621010874,"[6.889790209691568, 9.381017636643527, 2.4671771588042777]"
2723,"[10.69, 7.95, 3.27]","[[1.78, 2.78], [4.2, 5.2]]",0.75,0.4954120724966389,"[4.030608494759631, 6.547050113927454, 1.8562667050853667]"
2724,"[8.84, 8.8, 4.27]","[[7.12, 8.12], [3.73, 4.73]]",3.3,0.515554331168949,"[6.331083448032776, 5.812500720804426, 1.8763676121477753]"
2725,"[9.96, 8.3, 3.3]","[[7.96, 8.96], [4.05, 5.05]]",1.48,0.4933213563761917,"[3.0563382095745157, 5.697514219034448, 0.8443914281803022]"
2726,"[8.86, 8.28, 4.29]","[[1.81, 2.81], [5.35, 6.35]]",1.73,0.5094595512227303,"[5.158253387659947, 7.082255770925473, 0.9462845447797293]"
2727,"[11.91, 10.24, 2.6]","[[1.66, 2.66], [7.96, 8.96]]",2.05,0.510308117184286,"[8.240216073782001, 5.930769123168932, 0.566541266900404]"
2728,"[10.53, 10.25, 4.1]","[[4.97, 5.97], [0.51, 1.51]]",0.74,0.5479433842572187,"[4.754153518421077, 5.19464764112521, 0.6792138241548145]"
2729,"[10.7, 7.13, 4.45]","[[1.46, 2.46], [2.82, 3.82]]",3.54,0.5180166628146818,"[2.5183023985817585, 4.971558628302414, 3.9152753940248397]"
2730,"[8.78, 6.8, 4.23]","[[6.62, 7.62], [4.1, 5.1]]",1.31,0.48460938695671907,"[4.840028646455433, 3.8184883499086326, 1.1636557255739484]"
2731,"[6.73, 11.88, 4.13]","[[4.06, 5.06], [3.48, 4.48]]",2.57,0.5148832046966436,"[2.4564722409565753, 11.347073489612507, 1.407351083176777]"
2732,"[10.77, 10.3, 2.65]","[[0.72, 1.72], [2.43, 3.43]]",0.72,0.50175768850439,"[3.958883320388401, 4.700627750518606, 1.2900589041398722]"
2733,"[7.93, 11.14, 3.84]","[[2.98, 3.98], [5.42, 6.42]]",2.86,0.5179272966559396,"[7.154794518448733, 10.092288757494265, 1.8179452644803624]"
2734,"[7.62, 11.21, 3.98]","[[2.43, 3.43], [3.11, 4.11]]",2.25,0.5181753505621479,"[7.0101897152880595, 9.672335292840218, 2.8797462177204536]"
2735,"[7.04, 11.92, 3.07]","[[3.94, 4.94], [6.75, 7.75]]",2.56,0.4868566954061142,"[6.260936383161655, 4.356679342583103, 0.749203459985215]"
2736,"[8.29, 7.92, 4.27]","[[6.11, 7.11], [5.8, 6.8]]",3.5,0.49640397266284564,"[4.207324439365451, 4.128879973264834, 0.5806185032390873]"
2737,"[7.32, 8.81, 3.96]","[[1.85, 2.85], [2.68, 3.68]]",0.58,0.4858673656029475,"[3.353823483306294, 6.808596569352867, 2.0824748318047615]"
2738,"[11.59, 8.03, 3.46]","[[1.79, 2.79], [6.2, 7.2]]",2.13,0.512047520809114,"[1.097370459212403, 1.1869686182470798, 2.15537073441474]"
2739,"[10.97, 9.37, 2.85]","[[8.87, 9.87], [5.64, 6.64]]",0.86,0.5013656804024599,"[5.916029042649289, 3.5930202040134893, 0.7436490444837285]"
2740,"[10.79, 10.3, 2.7]","[[3.84, 4.84], [3.99, 4.99]]",1.17,0.5040778327222383,"[8.786994383626327, 4.4530502656971, 0.9617311397631486]"
2741,"[10.89, 6.78, 3.77]","[[8.65, 9.65], [3.29, 4.29]]",1.96,0.49559572019544407,"[6.900775682446214, 5.912319924436197, 2.0315513109035845]"
2742,"[9.12, 10.39, 4.1]","[[1.64, 2.64], [3.64, 4.64]]",2.73,0.5332425030773856,"[8.549655726301847, 4.981862376976345, 3.0980228205648017]"
2743,"[6.65, 11.43, 3.59]","[[4.01, 5.01], [2.68, 3.68]]",1.87,0.49335020431194343,"[2.1082738025667864, 4.509248277520694, 1.6958716014701918]"
2744,"[10.85, 10.72, 3.63]","[[0.56, 1.56], [3.08, 4.08]]",2.1,0.5426380986301271,"[2.3237958623965227, 4.00695642998936, 2.4520269785394353]"
2745,"[7.87, 10.8, 3.59]","[[4.4, 5.4], [3.49, 4.49]]",1.47,0.5059681634703267,"[1.411231615284195, 6.4548231306324535, 2.396956363806529]"
2746,"[8.08, 10.24, 3.12]","[[5.54, 6.54], [2.4, 3.4]]",2.31,0.48708513697253863,"[2.277464226733127, 9.079023429771768, 1.0995486656115196]"
2747,"[9.68, 8.29, 4.39]","[[5.94, 6.94], [4.93, 5.93]]",3.16,0.522192546106205,"[6.415255708866965, 3.1273918687158946, 3.1162178794131323]"
2748,"[9.45, 11.82, 2.79]","[[0.86, 1.86], [3.53, 4.53]]",1.32,0.5083499069653052,"[8.864353887108747, 7.563755716368115, 2.0222793868666376]"
2749,"[8.91, 8.81, 4.17]","[[3.34, 4.34], [2.21, 3.21]]",2.0,0.5138973135298969,"[1.952474494740064, 2.806602431582901, 1.1605778432830305]"
2750,"[9.49, 10.21, 4.34]","[[4.46, 5.46], [4.26, 5.26]]",1.5,0.5421832378469456,"[1.1791539123138621, 6.263955210302396, 1.8085460985250288]"
2751,"[7.66, 9.86, 3.95]","[[4.7, 5.7], [3.74, 4.74]]",0.85,0.5034227228520716,"[5.468935124792009, 6.255380860809619, 3.2515425642841462]"
2752,"[8.95, 11.36, 2.69]","[[6.22, 7.22], [7.15, 8.15]]",0.74,0.4936079481402632,"[1.5494237189541942, 5.7487694625084, 1.634985248596442]"
2753,"[11.23, 7.51, 3.22]","[[8.42, 9.42], [1.33, 2.33]]",1.05,0.4928076468899789,"[6.084915594645372, 3.342893417581253, 2.014697205211581]"
2754,"[6.91, 9.37, 4.27]","[[2.57, 3.57], [4.54, 5.54]]",0.58,0.4948278334546201,"[2.5641040651141003, 3.5570611124151457, 0.9705229567405793]"
2755,"[9.73, 7.0, 4.17]","[[5.73, 6.73], [2.36, 3.36]]",3.48,0.4978702031666553,"[0.793181451707497, 0.5372935842207474, 3.1668801167662037]"
2756,"[7.9, 10.68, 3.07]","[[5.86, 6.86], [6.31, 7.31]]",2.3,0.487467547059643,"[5.872901875606922, 8.982144450024773, 1.8955396155818462]"
2757,"[6.09, 10.53, 4.45]","[[0.56, 1.56], [0.78, 1.78]]",1.4,0.4984054754478162,"[0.878318411873849, 1.991240293816307, 0.8395098064245647]"
2758,"[11.67, 7.96, 2.91]","[[9.43, 10.43], [4.92, 5.92]]",1.29,0.4922879973199261,"[6.907598306595821, 3.149925632540694, 2.1291028044001745]"
2759,"[8.51, 8.62, 3.62]","[[5.3, 6.3], [2.57, 3.57]]",2.81,0.4902778030750412,"[5.215065955158418, 1.7810120214082152, 1.6986614312459685]"
2760,"[10.84, 8.48, 3.41]","[[8.58, 9.58], [3.48, 4.48]]",1.43,0.5090066734974107,"[4.130219238481693, 2.683970397112663, 2.0131933284173087]"
2761,"[11.07, 8.46, 3.46]","[[4.8, 5.8], [0.8, 1.8]]",1.57,0.512754461504736,"[8.317401162536282, 5.094315193500329, 2.0964152699742247]"
2762,"[11.11, 11.64, 3.61]","[[0.75, 1.75], [3.73, 4.73]]",0.83,0.5539853027017028,"[10.603284915180991, 6.999130216950993, 2.4977423426630168]"
2763,"[11.26, 10.08, 4.24]","[[4.14, 5.14], [1.89, 2.89]]",3.42,0.5574148425965674,"[9.7661231946752, 4.243809790076747, 3.584157273366613]"
2764,"[11.53, 7.89, 3.42]","[[2.14, 3.14], [0.93, 1.93]]",1.1,0.5081624283056662,"[5.43381149149002, 1.6492177304463573, 1.4491828941538967]"
2765,"[9.38, 7.62, 4.05]","[[7.1, 8.1], [5.76, 6.76]]",0.64,0.5000193365626667,"[5.619064244562082, 4.756291094626164, 0.7294706687633027]"
2766,"[8.89, 8.8, 3.57]","[[4.55, 5.55], [3.56, 4.56]]",3.0,0.49597368880046966,"[0.963476556542612, 3.0044834996182397, 1.8446478159288875]"
2767,"[7.58, 8.44, 4.04]","[[2.29, 3.29], [2.94, 3.94]]",2.68,0.4872221845157616,"[3.2698733529010013, 5.609585559640745, 2.6302429566072205]"
2768,"[8.87, 11.48, 3.75]","[[5.24, 6.24], [9.05, 10.05]]",0.65,0.531293161661564,"[6.314394551594819, 3.160000440804767, 2.5068578115461038]"
2769,"[11.23, 8.59, 3.85]","[[7.73, 8.73], [5.58, 6.58]]",1.13,0.5281567488963123,"[10.018864061678173, 2.835569244987801, 2.417839259726744]"
2770,"[9.68, 10.62, 4.1]","[[1.7, 2.7], [8.21, 9.21]]",1.72,0.5424437700011306,"[4.946487610468576, 3.2097175418158472, 0.9887033713417477]"
2771,"[9.14, 11.83, 4.15]","[[3.04, 4.04], [7.6, 8.6]]",2.85,0.5495145496392022,"[5.254606808096072, 2.2350104966840147, 2.2580140858349633]"
2772,"[8.23, 10.55, 2.95]","[[2.96, 3.96], [5.06, 6.06]]",1.8,0.48620332081427753,"[4.661451231526034, 4.948043970258231, 2.13543509687292]"
2773,"[9.76, 9.41, 3.52]","[[7.37, 8.37], [4.11, 5.11]]",2.58,0.5124913471887408,"[6.706626430750167, 4.97497997608738, 0.8067616280846464]"
2774,"[8.24, 9.29, 3.84]","[[3.18, 4.18], [0.72, 1.72]]",2.03,0.5017512790151549,"[4.177656363166136, 5.241893855657269, 1.500624714195525]"
2775,"[10.68, 8.38, 3.47]","[[2.94, 3.94], [1.36, 2.36]]",2.92,0.5079576339895588,"[2.0557657235121622, 3.30605886536712, 1.911528330985489]"
2776,"[8.66, 7.53, 3.85]","[[1.58, 2.58], [2.72, 3.72]]",2.0,0.4839411354089025,"[1.2250313034188682, 2.3317589991473744, 1.5658225761200093]"
2777,"[10.95, 10.71, 3.38]","[[3.64, 4.64], [5.74, 6.74]]",0.57,0.5355112754742685,"[8.275964012776868, 1.3448283220176003, 1.5980765219903321]"
2778,"[8.46, 6.8, 4.47]","[[5.93, 6.93], [3.14, 4.14]]",1.33,0.4866485677080711,"[4.9875026898004275, 2.086738319454297, 3.80122488839827]"
2779,"[8.45, 10.42, 4.22]","[[4.53, 5.53], [6.22, 7.22]]",3.41,0.5282095885074667,"[6.210877134713655, 3.1039522040629115, 1.231911487079389]"
2780,"[9.38, 10.95, 4.21]","[[2.57, 3.57], [7.88, 8.88]]",1.49,0.5453337538816261,"[5.1173284708548366, 6.9323297795839105, 1.4256125712715269]"
2781,"[9.49, 10.87, 4.1]","[[1.45, 2.45], [6.63, 7.63]]",3.23,0.5428326994406639,"[6.815414067805554, 9.550898979292333, 3.103608226574139]"
2782,"[9.87, 9.2, 3.43]","[[1.54, 2.54], [6.17, 7.17]]",0.57,0.5082837660150703,"[3.4590352082994165, 2.5288152342381185, 2.633491027949904]"
2783,"[6.87, 8.91, 4.36]","[[4.45, 5.45], [4.05, 5.05]]",2.56,0.4908434418949029,"[1.7940658488327321, 1.7600858187856787, 2.8144223966312985]"
2784,"[10.07, 9.11, 4.2]","[[7.43, 8.43], [6.06, 7.06]]",0.52,0.5323072558603743,"[2.6122952866688913, 8.041657130138617, 1.9789866648565546]"
2785,"[9.91, 11.84, 2.85]","[[7.86, 8.86], [5.35, 6.35]]",2.34,0.5163102563889785,"[6.39220881069491, 2.817227707354704, 0.6273279153214143]"
2786,"[7.97, 11.76, 3.2]","[[5.05, 6.05], [3.26, 4.26]]",0.74,0.5040240615785958,"[1.7504990263750932, 10.089256287907617, 1.94744314503117]"
2787,"[10.9, 8.52, 4.08]","[[1.28, 2.28], [4.39, 5.39]]",1.12,0.530416826507273,"[2.180434424453853, 6.057968501553125, 2.5689643796258705]"
2788,"[9.03, 10.62, 4.07]","[[4.13, 5.13], [1.68, 2.68]]",2.64,0.5337657358338858,"[8.132094349946222, 1.9713832268963452, 2.262519581172253]"
2789,"[8.29, 11.37, 3.55]","[[6.72, 7.72], [8.52, 9.52]]",1.56,0.5163812705562066,"[6.187370279298583, 0.910573650890411, 2.0175399963633605]"
2790,"[10.24, 9.09, 2.8]","[[0.74, 1.74], [4.39, 5.39]]",1.15,0.4881656865130396,"[5.260519422257429, 3.0721854398314874, 1.5374748228602493]"
2791,"[8.82, 10.78, 2.71]","[[2.79, 3.79], [8.12, 9.12]]",1.95,0.48687472558280576,"[4.36364239375083, 3.4271627226264263, 0.7081434929121727]"
2792,"[6.15, 9.89, 4.42]","[[2.9, 3.9], [1.66, 2.66]]",2.03,0.4916683559476389,"[4.7934747836797325, 5.141667392443918, 3.724386451505295]"
2793,"[10.83, 10.8, 4.23]","[[8.44, 9.44], [9.15, 10.15]]",2.81,0.5605420706667013,"[6.95368807297268, 5.82313784267107, 1.8264441989750133]"
2794,"[7.93, 9.38, 4.18]","[[2.77, 3.77], [3.31, 4.31]]",1.39,0.5080895999426429,"[1.4933325428327988, 5.387151691563399, 1.488055331929492]"
2795,"[7.1, 9.68, 3.64]","[[3.52, 4.52], [5.26, 6.26]]",2.08,0.4835411233158965,"[5.081386003639199, 0.8365574366128834, 2.7300734513355045]"
2796,"[10.61, 9.25, 3.42]","[[5.64, 6.64], [3.45, 4.45]]",0.74,0.5167296379010922,"[2.277446822481391, 6.658034995140522, 1.4308466926219907]"
2797,"[11.3, 6.05, 3.86]","[[6.35, 7.35], [4.32, 5.32]]",3.18,0.48956949192998733,"[6.046412815129417, 0.7468986581033414, 2.4904757515939715]"
2798,"[10.69, 7.63, 4.1]","[[5.01, 6.01], [4.87, 5.87]]",2.82,0.5163143859696825,"[5.83782728257278, 5.800823607849304, 2.2637163139313374]"
2799,"[6.45, 11.66, 4.4]","[[1.44, 2.44], [0.63, 1.63]]",1.31,0.5151248448015572,"[1.286054736171332, 7.11223308684857, 2.4540166544704434]"
2800,"[11.04, 10.36, 3.09]","[[8.57, 9.57], [1.14, 2.14]]",0.81,0.5225547001390795,"[7.687756740721985, 9.630225176775225, 1.6765663505796775]"
2801,"[9.68, 6.28, 4.17]","[[2.92, 3.92], [2.72, 3.72]]",0.68,0.4850324745650303,"[3.45005047102213, 2.7261935607625922, 1.3767085193194908]"
2802,"[11.41, 6.18, 4.06]","[[3.57, 4.57], [1.06, 2.06]]",1.06,0.49876803980189843,"[5.2529187331842975, 1.813286856997102, 1.3076106946577344]"
2803,"[8.81, 11.97, 2.95]","[[6.2, 7.2], [8.57, 9.57]]",1.65,0.5081519394471217,"[7.905206768107578, 6.231520777650085, 1.193695877243472]"
